hour,isholiday,weekday,month,year,season,Vehicles
11,False,Thursday,2,2016,Winter,38
12,False,Thursday,2,2016,Winter,37
13,False,Thursday,2,2016,Winter,34
14,False,Thursday,2,2016,Winter,34
15,False,Thursday,2,2016,Winter,37
16,False,Thursday,2,2016,Winter,37
17,False,Thursday,2,2016,Winter,37
18,False,Thursday,2,2016,Winter,36
19,False,Thursday,2,2016,Winter,38
20,False,Thursday,2,2016,Winter,33
21,False,Thursday,2,2016,Winter,34
22,False,Thursday,2,2016,Winter,36
23,False,Thursday,2,2016,Winter,36
0,False,Friday,2,2016,Winter,37
1,False,Friday,2,2016,Winter,38
2,False,Friday,2,2016,Winter,25
3,False,Friday,2,2016,Winter,23
4,False,Friday,2,2016,Winter,21
5,False,Friday,2,2016,Winter,20
6,False,Friday,2,2016,Winter,19
7,False,Friday,2,2016,Winter,20
8,False,Friday,2,2016,Winter,25
9,False,Friday,2,2016,Winter,25
10,False,Friday,2,2016,Winter,38
11,False,Friday,2,2016,Winter,41
12,False,Friday,2,2016,Winter,40
13,False,Friday,2,2016,Winter,33
14,False,Friday,2,2016,Winter,39
15,False,Friday,2,2016,Winter,36
16,False,Friday,2,2016,Winter,38
17,False,Friday,2,2016,Winter,36
18,False,Friday,2,2016,Winter,34
19,False,Friday,2,2016,Winter,52
20,False,Friday,2,2016,Winter,44
21,False,Friday,2,2016,Winter,39
22,False,Friday,2,2016,Winter,32
23,False,Friday,2,2016,Winter,32
0,False,Saturday,2,2016,Winter,34
1,False,Saturday,2,2016,Winter,28
2,False,Saturday,2,2016,Winter,23
3,False,Saturday,2,2016,Winter,23
4,False,Saturday,2,2016,Winter,17
5,False,Saturday,2,2016,Winter,15
6,False,Saturday,2,2016,Winter,13
7,False,Saturday,2,2016,Winter,14
8,False,Saturday,2,2016,Winter,20
9,False,Saturday,2,2016,Winter,23
10,False,Saturday,2,2016,Winter,27
11,False,Saturday,2,2016,Winter,27
12,False,Saturday,2,2016,Winter,24
13,False,Saturday,2,2016,Winter,24
14,False,Saturday,2,2016,Winter,25
15,False,Saturday,2,2016,Winter,23
16,False,Saturday,2,2016,Winter,22
17,False,Saturday,2,2016,Winter,23
18,False,Saturday,2,2016,Winter,23
19,False,Saturday,2,2016,Winter,26
20,False,Saturday,2,2016,Winter,30
21,False,Saturday,2,2016,Winter,24
22,False,Saturday,2,2016,Winter,32
23,False,Saturday,2,2016,Winter,28
0,False,Sunday,2,2016,Winter,27
1,False,Sunday,2,2016,Winter,25
2,False,Sunday,2,2016,Winter,20
3,False,Sunday,2,2016,Winter,19
4,False,Sunday,2,2016,Winter,14
5,False,Sunday,2,2016,Winter,16
6,False,Sunday,2,2016,Winter,13
7,False,Sunday,2,2016,Winter,16
8,False,Sunday,2,2016,Winter,16
9,False,Sunday,2,2016,Winter,19
10,False,Sunday,2,2016,Winter,23
11,False,Sunday,2,2016,Winter,24
12,False,Sunday,2,2016,Winter,25
13,False,Sunday,2,2016,Winter,23
14,False,Sunday,2,2016,Winter,22
15,False,Sunday,2,2016,Winter,22
16,False,Sunday,2,2016,Winter,22
17,False,Sunday,2,2016,Winter,25
18,False,Sunday,2,2016,Winter,23
19,False,Sunday,2,2016,Winter,28
20,False,Sunday,2,2016,Winter,27
21,False,Sunday,2,2016,Winter,25
22,False,Sunday,2,2016,Winter,30
23,False,Sunday,2,2016,Winter,29
0,False,Monday,2,2016,Winter,28
1,False,Monday,2,2016,Winter,26
2,False,Monday,2,2016,Winter,24
3,False,Monday,2,2016,Winter,21
4,False,Monday,2,2016,Winter,22
5,False,Monday,2,2016,Winter,22
6,False,Monday,2,2016,Winter,27
7,False,Monday,2,2016,Winter,30
8,False,Monday,2,2016,Winter,36
9,False,Monday,2,2016,Winter,49
10,False,Monday,2,2016,Winter,64
11,False,Monday,2,2016,Winter,62
12,False,Monday,2,2016,Winter,58
13,False,Monday,2,2016,Winter,54
14,False,Monday,2,2016,Winter,48
15,False,Monday,2,2016,Winter,54
16,False,Monday,2,2016,Winter,49
17,False,Monday,2,2016,Winter,52
18,False,Monday,2,2016,Winter,54
19,False,Monday,2,2016,Winter,54
20,False,Monday,2,2016,Winter,51
21,False,Monday,2,2016,Winter,52
22,False,Monday,2,2016,Winter,51
23,False,Monday,2,2016,Winter,44
0,False,Tuesday,3,2016,Winter,42
1,False,Tuesday,3,2016,Winter,39
2,False,Tuesday,3,2016,Winter,39
3,False,Tuesday,3,2016,Winter,30
4,False,Tuesday,3,2016,Winter,26
5,False,Tuesday,3,2016,Winter,25
6,False,Tuesday,3,2016,Winter,27
7,False,Tuesday,3,2016,Winter,30
8,False,Tuesday,3,2016,Winter,33
9,False,Tuesday,3,2016,Winter,37
10,False,Tuesday,3,2016,Winter,38
11,False,Tuesday,3,2016,Winter,41
12,False,Tuesday,3,2016,Winter,44
13,False,Tuesday,3,2016,Winter,43
14,False,Tuesday,3,2016,Winter,42
15,False,Tuesday,3,2016,Winter,44
16,False,Tuesday,3,2016,Winter,40
17,False,Tuesday,3,2016,Winter,38
18,False,Tuesday,3,2016,Winter,37
19,False,Tuesday,3,2016,Winter,40
20,False,Tuesday,3,2016,Winter,41
21,False,Tuesday,3,2016,Winter,47
22,False,Tuesday,3,2016,Winter,46
23,False,Tuesday,3,2016,Winter,40
0,False,Wednesday,3,2016,Winter,35
1,False,Wednesday,3,2016,Winter,36
2,False,Wednesday,3,2016,Winter,27
3,False,Wednesday,3,2016,Winter,23
4,False,Wednesday,3,2016,Winter,19
5,False,Wednesday,3,2016,Winter,22
6,False,Wednesday,3,2016,Winter,20
7,False,Wednesday,3,2016,Winter,21
8,False,Wednesday,3,2016,Winter,27
9,False,Wednesday,3,2016,Winter,36
10,False,Wednesday,3,2016,Winter,43
11,False,Wednesday,3,2016,Winter,42
12,False,Wednesday,3,2016,Winter,41
13,False,Wednesday,3,2016,Winter,43
14,False,Wednesday,3,2016,Winter,46
15,False,Wednesday,3,2016,Winter,41
16,False,Wednesday,3,2016,Winter,38
17,False,Wednesday,3,2016,Winter,41
18,False,Wednesday,3,2016,Winter,40
19,False,Wednesday,3,2016,Winter,47
20,False,Wednesday,3,2016,Winter,44
21,False,Wednesday,3,2016,Winter,44
22,False,Wednesday,3,2016,Winter,40
23,False,Wednesday,3,2016,Winter,38
0,False,Thursday,3,2016,Winter,37
1,False,Thursday,3,2016,Winter,32
2,False,Thursday,3,2016,Winter,29
3,False,Thursday,3,2016,Winter,25
4,False,Thursday,3,2016,Winter,19
5,False,Thursday,3,2016,Winter,16
6,False,Thursday,3,2016,Winter,21
7,False,Thursday,3,2016,Winter,24
8,False,Thursday,3,2016,Winter,24
9,False,Thursday,3,2016,Winter,29
10,False,Thursday,3,2016,Winter,29
11,False,Thursday,3,2016,Winter,41
12,False,Thursday,3,2016,Winter,39
13,False,Thursday,3,2016,Winter,34
14,False,Thursday,3,2016,Winter,40
15,False,Thursday,3,2016,Winter,38
16,False,Thursday,3,2016,Winter,42
17,False,Thursday,3,2016,Winter,35
18,False,Thursday,3,2016,Winter,36
19,False,Thursday,3,2016,Winter,41
20,False,Thursday,3,2016,Winter,36
21,False,Thursday,3,2016,Winter,36
22,False,Thursday,3,2016,Winter,35
23,False,Thursday,3,2016,Winter,35
0,False,Friday,3,2016,Winter,35
1,False,Friday,3,2016,Winter,33
2,False,Friday,3,2016,Winter,24
3,False,Friday,3,2016,Winter,20
4,False,Friday,3,2016,Winter,17
5,False,Friday,3,2016,Winter,20
6,False,Friday,3,2016,Winter,18
7,False,Friday,3,2016,Winter,20
8,False,Friday,3,2016,Winter,21
9,False,Friday,3,2016,Winter,24
10,False,Friday,3,2016,Winter,30
11,False,Friday,3,2016,Winter,35
12,False,Friday,3,2016,Winter,46
13,False,Friday,3,2016,Winter,40
14,False,Friday,3,2016,Winter,40
15,False,Friday,3,2016,Winter,37
16,False,Friday,3,2016,Winter,35
17,False,Friday,3,2016,Winter,31
18,False,Friday,3,2016,Winter,35
19,False,Friday,3,2016,Winter,46
20,False,Friday,3,2016,Winter,38
21,False,Friday,3,2016,Winter,37
22,False,Friday,3,2016,Winter,32
23,False,Friday,3,2016,Winter,36
0,False,Saturday,3,2016,Winter,32
1,False,Saturday,3,2016,Winter,28
2,False,Saturday,3,2016,Winter,23
3,False,Saturday,3,2016,Winter,22
4,False,Saturday,3,2016,Winter,20
5,False,Saturday,3,2016,Winter,17
6,False,Saturday,3,2016,Winter,15
7,False,Saturday,3,2016,Winter,19
8,False,Saturday,3,2016,Winter,23
9,False,Saturday,3,2016,Winter,22
10,False,Saturday,3,2016,Winter,32
11,False,Saturday,3,2016,Winter,29
12,False,Saturday,3,2016,Winter,27
13,False,Saturday,3,2016,Winter,28
14,False,Saturday,3,2016,Winter,23
15,False,Saturday,3,2016,Winter,24
16,False,Saturday,3,2016,Winter,22
17,False,Saturday,3,2016,Winter,25
18,False,Saturday,3,2016,Winter,32
19,False,Saturday,3,2016,Winter,35
20,False,Saturday,3,2016,Winter,36
21,False,Saturday,3,2016,Winter,28
22,False,Saturday,3,2016,Winter,30
23,False,Saturday,3,2016,Winter,26
0,False,Sunday,3,2016,Winter,23
1,False,Sunday,3,2016,Winter,24
2,False,Sunday,3,2016,Winter,18
3,False,Sunday,3,2016,Winter,18
4,False,Sunday,3,2016,Winter,17
5,False,Sunday,3,2016,Winter,15
6,False,Sunday,3,2016,Winter,16
7,False,Sunday,3,2016,Winter,18
8,False,Sunday,3,2016,Winter,17
9,False,Sunday,3,2016,Winter,22
10,False,Sunday,3,2016,Winter,24
11,False,Sunday,3,2016,Winter,24
12,False,Sunday,3,2016,Winter,25
13,False,Sunday,3,2016,Winter,25
14,False,Sunday,3,2016,Winter,22
15,False,Sunday,3,2016,Winter,23
16,False,Sunday,3,2016,Winter,20
17,False,Sunday,3,2016,Winter,24
18,False,Sunday,3,2016,Winter,29
19,False,Sunday,3,2016,Winter,30
20,False,Sunday,3,2016,Winter,29
21,False,Sunday,3,2016,Winter,27
22,False,Sunday,3,2016,Winter,29
23,False,Sunday,3,2016,Winter,30
0,False,Monday,3,2016,Winter,25
1,False,Monday,3,2016,Winter,22
2,False,Monday,3,2016,Winter,22
3,False,Monday,3,2016,Winter,17
4,False,Monday,3,2016,Winter,15
5,False,Monday,3,2016,Winter,17
6,False,Monday,3,2016,Winter,15
7,False,Monday,3,2016,Winter,20
8,False,Monday,3,2016,Winter,24
9,False,Monday,3,2016,Winter,25
10,False,Monday,3,2016,Winter,37
11,False,Monday,3,2016,Winter,37
12,False,Monday,3,2016,Winter,36
13,False,Monday,3,2016,Winter,34
14,False,Monday,3,2016,Winter,35
15,False,Monday,3,2016,Winter,37
16,False,Monday,3,2016,Winter,35
17,False,Monday,3,2016,Winter,30
18,False,Monday,3,2016,Winter,39
19,False,Monday,3,2016,Winter,40
20,False,Monday,3,2016,Winter,42
21,False,Monday,3,2016,Winter,38
22,False,Monday,3,2016,Winter,25
23,False,Monday,3,2016,Winter,21
0,False,Tuesday,3,2016,Winter,29
1,False,Tuesday,3,2016,Winter,28
2,False,Tuesday,3,2016,Winter,24
3,False,Tuesday,3,2016,Winter,23
4,False,Tuesday,3,2016,Winter,17
5,False,Tuesday,3,2016,Winter,19
6,False,Tuesday,3,2016,Winter,21
7,False,Tuesday,3,2016,Winter,22
8,False,Tuesday,3,2016,Winter,22
9,False,Tuesday,3,2016,Winter,28
10,False,Tuesday,3,2016,Winter,35
11,False,Tuesday,3,2016,Winter,48
12,False,Tuesday,3,2016,Winter,44
13,False,Tuesday,3,2016,Winter,36
14,False,Tuesday,3,2016,Winter,42
15,False,Tuesday,3,2016,Winter,44
16,False,Tuesday,3,2016,Winter,38
17,False,Tuesday,3,2016,Winter,38
18,False,Tuesday,3,2016,Winter,37
19,False,Tuesday,3,2016,Winter,39
20,False,Tuesday,3,2016,Winter,38
21,False,Tuesday,3,2016,Winter,39
22,False,Tuesday,3,2016,Winter,37
23,False,Tuesday,3,2016,Winter,37
0,False,Wednesday,3,2016,Winter,35
1,False,Wednesday,3,2016,Winter,30
2,False,Wednesday,3,2016,Winter,24
3,False,Wednesday,3,2016,Winter,21
4,False,Wednesday,3,2016,Winter,20
5,False,Wednesday,3,2016,Winter,20
6,False,Wednesday,3,2016,Winter,17
7,False,Wednesday,3,2016,Winter,20
8,False,Wednesday,3,2016,Winter,25
9,False,Wednesday,3,2016,Winter,35
10,False,Wednesday,3,2016,Winter,44
11,False,Wednesday,3,2016,Winter,40
12,False,Wednesday,3,2016,Winter,46
13,False,Wednesday,3,2016,Winter,40
14,False,Wednesday,3,2016,Winter,45
15,False,Wednesday,3,2016,Winter,38
16,False,Wednesday,3,2016,Winter,37
17,False,Wednesday,3,2016,Winter,36
18,False,Wednesday,3,2016,Winter,36
19,False,Wednesday,3,2016,Winter,43
20,False,Wednesday,3,2016,Winter,43
21,False,Wednesday,3,2016,Winter,36
22,False,Wednesday,3,2016,Winter,38
23,False,Wednesday,3,2016,Winter,32
0,False,Thursday,3,2016,Winter,36
1,False,Thursday,3,2016,Winter,28
2,False,Thursday,3,2016,Winter,25
3,False,Thursday,3,2016,Winter,24
4,False,Thursday,3,2016,Winter,22
5,False,Thursday,3,2016,Winter,20
6,False,Thursday,3,2016,Winter,17
7,False,Thursday,3,2016,Winter,20
8,False,Thursday,3,2016,Winter,23
9,False,Thursday,3,2016,Winter,31
10,False,Thursday,3,2016,Winter,33
11,False,Thursday,3,2016,Winter,34
12,False,Thursday,3,2016,Winter,35
13,False,Thursday,3,2016,Winter,33
14,False,Thursday,3,2016,Winter,42
15,False,Thursday,3,2016,Winter,35
16,False,Thursday,3,2016,Winter,37
17,False,Thursday,3,2016,Winter,34
18,False,Thursday,3,2016,Winter,37
19,False,Thursday,3,2016,Winter,34
20,False,Thursday,3,2016,Winter,38
21,False,Thursday,3,2016,Winter,37
22,False,Thursday,3,2016,Winter,35
23,False,Thursday,3,2016,Winter,33
0,False,Friday,3,2016,Winter,32
1,False,Friday,3,2016,Winter,27
2,False,Friday,3,2016,Winter,26
3,False,Friday,3,2016,Winter,24
4,False,Friday,3,2016,Winter,15
5,False,Friday,3,2016,Winter,20
6,False,Friday,3,2016,Winter,15
7,False,Friday,3,2016,Winter,20
8,False,Friday,3,2016,Winter,23
9,False,Friday,3,2016,Winter,24
10,False,Friday,3,2016,Winter,29
11,False,Friday,3,2016,Winter,35
12,False,Friday,3,2016,Winter,41
13,False,Friday,3,2016,Winter,37
14,False,Friday,3,2016,Winter,35
15,False,Friday,3,2016,Winter,36
16,False,Friday,3,2016,Winter,33
17,False,Friday,3,2016,Winter,33
18,False,Friday,3,2016,Winter,32
19,False,Friday,3,2016,Winter,32
20,False,Friday,3,2016,Winter,35
21,False,Friday,3,2016,Winter,35
22,False,Friday,3,2016,Winter,37
23,False,Friday,3,2016,Winter,32
0,False,Saturday,3,2016,Winter,28
1,False,Saturday,3,2016,Winter,24
2,False,Saturday,3,2016,Winter,24
3,False,Saturday,3,2016,Winter,19
4,False,Saturday,3,2016,Winter,18
5,False,Saturday,3,2016,Winter,13
6,False,Saturday,3,2016,Winter,12
7,False,Saturday,3,2016,Winter,16
8,False,Saturday,3,2016,Winter,18
9,False,Saturday,3,2016,Winter,23
10,False,Saturday,3,2016,Winter,27
11,False,Saturday,3,2016,Winter,31
12,False,Saturday,3,2016,Winter,24
13,False,Saturday,3,2016,Winter,26
14,False,Saturday,3,2016,Winter,26
15,False,Saturday,3,2016,Winter,27
16,False,Saturday,3,2016,Winter,22
17,False,Saturday,3,2016,Winter,23
18,False,Saturday,3,2016,Winter,26
19,False,Saturday,3,2016,Winter,31
20,False,Saturday,3,2016,Winter,34
21,False,Saturday,3,2016,Winter,31
22,False,Saturday,3,2016,Winter,31
23,False,Saturday,3,2016,Winter,34
0,False,Sunday,3,2016,Winter,27
1,False,Sunday,3,2016,Winter,22
2,False,Sunday,3,2016,Winter,20
3,False,Sunday,3,2016,Winter,14
4,False,Sunday,3,2016,Winter,17
5,False,Sunday,3,2016,Winter,16
6,False,Sunday,3,2016,Winter,17
7,False,Sunday,3,2016,Winter,17
8,False,Sunday,3,2016,Winter,18
9,False,Sunday,3,2016,Winter,21
10,False,Sunday,3,2016,Winter,24
11,False,Sunday,3,2016,Winter,23
12,False,Sunday,3,2016,Winter,27
13,False,Sunday,3,2016,Winter,23
14,False,Sunday,3,2016,Winter,23
15,False,Sunday,3,2016,Winter,20
16,False,Sunday,3,2016,Winter,25
17,False,Sunday,3,2016,Winter,21
18,False,Sunday,3,2016,Winter,25
19,False,Sunday,3,2016,Winter,33
20,False,Sunday,3,2016,Winter,28
21,False,Sunday,3,2016,Winter,28
22,False,Sunday,3,2016,Winter,32
23,False,Sunday,3,2016,Winter,33
0,False,Monday,3,2016,Winter,29
1,False,Monday,3,2016,Winter,24
2,False,Monday,3,2016,Winter,21
3,False,Monday,3,2016,Winter,16
4,False,Monday,3,2016,Winter,19
5,False,Monday,3,2016,Winter,16
6,False,Monday,3,2016,Winter,17
7,False,Monday,3,2016,Winter,23
8,False,Monday,3,2016,Winter,22
9,False,Monday,3,2016,Winter,30
10,False,Monday,3,2016,Winter,47
11,False,Monday,3,2016,Winter,46
12,False,Monday,3,2016,Winter,45
13,False,Monday,3,2016,Winter,42
14,False,Monday,3,2016,Winter,49
15,False,Monday,3,2016,Winter,46
16,False,Monday,3,2016,Winter,44
17,False,Monday,3,2016,Winter,38
18,False,Monday,3,2016,Winter,46
19,False,Monday,3,2016,Winter,44
20,False,Monday,3,2016,Winter,38
21,False,Monday,3,2016,Winter,41
22,False,Monday,3,2016,Winter,37
23,False,Monday,3,2016,Winter,36
0,False,Tuesday,3,2016,Winter,36
1,False,Tuesday,3,2016,Winter,30
2,False,Tuesday,3,2016,Winter,26
3,False,Tuesday,3,2016,Winter,25
4,False,Tuesday,3,2016,Winter,19
5,False,Tuesday,3,2016,Winter,19
6,False,Tuesday,3,2016,Winter,16
7,False,Tuesday,3,2016,Winter,22
8,False,Tuesday,3,2016,Winter,24
9,False,Tuesday,3,2016,Winter,31
10,False,Tuesday,3,2016,Winter,37
11,False,Tuesday,3,2016,Winter,44
12,False,Tuesday,3,2016,Winter,40
13,False,Tuesday,3,2016,Winter,37
14,False,Tuesday,3,2016,Winter,41
15,False,Tuesday,3,2016,Winter,39
16,False,Tuesday,3,2016,Winter,44
17,False,Tuesday,3,2016,Winter,41
18,False,Tuesday,3,2016,Winter,38
19,False,Tuesday,3,2016,Winter,39
20,False,Tuesday,3,2016,Winter,38
21,False,Tuesday,3,2016,Winter,34
22,False,Tuesday,3,2016,Winter,38
23,False,Tuesday,3,2016,Winter,38
0,False,Wednesday,3,2016,Winter,32
1,False,Wednesday,3,2016,Winter,24
2,False,Wednesday,3,2016,Winter,25
3,False,Wednesday,3,2016,Winter,22
4,False,Wednesday,3,2016,Winter,20
5,False,Wednesday,3,2016,Winter,18
6,False,Wednesday,3,2016,Winter,17
7,False,Wednesday,3,2016,Winter,19
8,False,Wednesday,3,2016,Winter,25
9,False,Wednesday,3,2016,Winter,40
10,False,Wednesday,3,2016,Winter,50
11,False,Wednesday,3,2016,Winter,49
12,False,Wednesday,3,2016,Winter,44
13,False,Wednesday,3,2016,Winter,39
14,False,Wednesday,3,2016,Winter,43
15,False,Wednesday,3,2016,Winter,44
16,False,Wednesday,3,2016,Winter,43
17,False,Wednesday,3,2016,Winter,40
18,False,Wednesday,3,2016,Winter,42
19,False,Wednesday,3,2016,Winter,48
20,False,Wednesday,3,2016,Winter,44
21,False,Wednesday,3,2016,Winter,40
22,False,Wednesday,3,2016,Winter,43
23,False,Wednesday,3,2016,Winter,40
0,False,Thursday,3,2016,Winter,35
1,False,Thursday,3,2016,Winter,28
2,False,Thursday,3,2016,Winter,28
3,False,Thursday,3,2016,Winter,24
4,False,Thursday,3,2016,Winter,18
5,False,Thursday,3,2016,Winter,17
6,False,Thursday,3,2016,Winter,20
7,False,Thursday,3,2016,Winter,26
8,False,Thursday,3,2016,Winter,24
9,False,Thursday,3,2016,Winter,29
10,False,Thursday,3,2016,Winter,38
11,False,Thursday,3,2016,Winter,42
12,False,Thursday,3,2016,Winter,40
13,False,Thursday,3,2016,Winter,38
14,False,Thursday,3,2016,Winter,43
15,False,Thursday,3,2016,Winter,40
16,False,Thursday,3,2016,Winter,39
17,False,Thursday,3,2016,Winter,37
18,False,Thursday,3,2016,Winter,38
19,False,Thursday,3,2016,Winter,45
20,False,Thursday,3,2016,Winter,44
21,False,Thursday,3,2016,Winter,41
22,False,Thursday,3,2016,Winter,38
23,False,Thursday,3,2016,Winter,36
0,False,Friday,3,2016,Winter,32
1,False,Friday,3,2016,Winter,27
2,False,Friday,3,2016,Winter,23
3,False,Friday,3,2016,Winter,20
4,False,Friday,3,2016,Winter,16
5,False,Friday,3,2016,Winter,15
6,False,Friday,3,2016,Winter,20
7,False,Friday,3,2016,Winter,21
8,False,Friday,3,2016,Winter,20
9,False,Friday,3,2016,Winter,23
10,False,Friday,3,2016,Winter,33
11,False,Friday,3,2016,Winter,40
12,False,Friday,3,2016,Winter,43
13,False,Friday,3,2016,Winter,35
14,False,Friday,3,2016,Winter,39
15,False,Friday,3,2016,Winter,38
16,False,Friday,3,2016,Winter,34
17,False,Friday,3,2016,Winter,33
18,False,Friday,3,2016,Winter,35
19,False,Friday,3,2016,Winter,41
20,False,Friday,3,2016,Winter,36
21,False,Friday,3,2016,Winter,34
22,False,Friday,3,2016,Winter,34
23,False,Friday,3,2016,Winter,33
0,False,Saturday,3,2016,Winter,32
1,False,Saturday,3,2016,Winter,25
2,False,Saturday,3,2016,Winter,18
3,False,Saturday,3,2016,Winter,17
4,False,Saturday,3,2016,Winter,17
5,False,Saturday,3,2016,Winter,16
6,False,Saturday,3,2016,Winter,13
7,False,Saturday,3,2016,Winter,15
8,False,Saturday,3,2016,Winter,19
9,False,Saturday,3,2016,Winter,20
10,False,Saturday,3,2016,Winter,30
11,False,Saturday,3,2016,Winter,26
12,False,Saturday,3,2016,Winter,30
13,False,Saturday,3,2016,Winter,22
14,False,Saturday,3,2016,Winter,26
15,False,Saturday,3,2016,Winter,21
16,False,Saturday,3,2016,Winter,23
17,False,Saturday,3,2016,Winter,25
18,False,Saturday,3,2016,Winter,23
19,False,Saturday,3,2016,Winter,27
20,False,Saturday,3,2016,Winter,26
21,False,Saturday,3,2016,Winter,26
22,False,Saturday,3,2016,Winter,25
23,False,Saturday,3,2016,Winter,23
0,True,Sunday,3,2016,Spring,24
1,True,Sunday,3,2016,Spring,21
2,True,Sunday,3,2016,Spring,18
3,True,Sunday,3,2016,Spring,15
4,True,Sunday,3,2016,Spring,13
5,True,Sunday,3,2016,Spring,13
6,True,Sunday,3,2016,Spring,14
7,True,Sunday,3,2016,Spring,18
8,True,Sunday,3,2016,Spring,15
9,True,Sunday,3,2016,Spring,19
10,True,Sunday,3,2016,Spring,24
11,True,Sunday,3,2016,Spring,26
12,True,Sunday,3,2016,Spring,24
13,True,Sunday,3,2016,Spring,23
14,True,Sunday,3,2016,Spring,22
15,True,Sunday,3,2016,Spring,23
16,True,Sunday,3,2016,Spring,20
17,True,Sunday,3,2016,Spring,25
18,True,Sunday,3,2016,Spring,27
19,True,Sunday,3,2016,Spring,26
20,True,Sunday,3,2016,Spring,33
21,True,Sunday,3,2016,Spring,28
22,True,Sunday,3,2016,Spring,28
23,True,Sunday,3,2016,Spring,32
0,False,Monday,3,2016,Spring,25
1,False,Monday,3,2016,Spring,22
2,False,Monday,3,2016,Spring,16
3,False,Monday,3,2016,Spring,19
4,False,Monday,3,2016,Spring,16
5,False,Monday,3,2016,Spring,13
6,False,Monday,3,2016,Spring,16
7,False,Monday,3,2016,Spring,24
8,False,Monday,3,2016,Spring,21
9,False,Monday,3,2016,Spring,25
10,False,Monday,3,2016,Spring,31
11,False,Monday,3,2016,Spring,48
12,False,Monday,3,2016,Spring,49
13,False,Monday,3,2016,Spring,44
14,False,Monday,3,2016,Spring,51
15,False,Monday,3,2016,Spring,44
16,False,Monday,3,2016,Spring,47
17,False,Monday,3,2016,Spring,43
18,False,Monday,3,2016,Spring,46
19,False,Monday,3,2016,Spring,40
20,False,Monday,3,2016,Spring,45
21,False,Monday,3,2016,Spring,38
22,False,Monday,3,2016,Spring,38
23,False,Monday,3,2016,Spring,38
0,False,Tuesday,3,2016,Spring,34
1,False,Tuesday,3,2016,Spring,30
2,False,Tuesday,3,2016,Spring,24
3,False,Tuesday,3,2016,Spring,23
4,False,Tuesday,3,2016,Spring,18
5,False,Tuesday,3,2016,Spring,15
6,False,Tuesday,3,2016,Spring,19
7,False,Tuesday,3,2016,Spring,24
8,False,Tuesday,3,2016,Spring,28
9,False,Tuesday,3,2016,Spring,28
10,False,Tuesday,3,2016,Spring,39
11,False,Tuesday,3,2016,Spring,38
12,False,Tuesday,3,2016,Spring,35
13,False,Tuesday,3,2016,Spring,40
14,False,Tuesday,3,2016,Spring,38
15,False,Tuesday,3,2016,Spring,39
16,False,Tuesday,3,2016,Spring,37
17,False,Tuesday,3,2016,Spring,35
18,False,Tuesday,3,2016,Spring,48
19,False,Tuesday,3,2016,Spring,48
20,False,Tuesday,3,2016,Spring,41
21,False,Tuesday,3,2016,Spring,36
22,False,Tuesday,3,2016,Spring,34
23,False,Tuesday,3,2016,Spring,35
0,False,Wednesday,3,2016,Spring,34
1,False,Wednesday,3,2016,Spring,29
2,False,Wednesday,3,2016,Spring,27
3,False,Wednesday,3,2016,Spring,21
4,False,Wednesday,3,2016,Spring,21
5,False,Wednesday,3,2016,Spring,16
6,False,Wednesday,3,2016,Spring,19
7,False,Wednesday,3,2016,Spring,19
8,False,Wednesday,3,2016,Spring,23
9,False,Wednesday,3,2016,Spring,31
10,False,Wednesday,3,2016,Spring,41
11,False,Wednesday,3,2016,Spring,41
12,False,Wednesday,3,2016,Spring,39
13,False,Wednesday,3,2016,Spring,35
14,False,Wednesday,3,2016,Spring,45
15,False,Wednesday,3,2016,Spring,42
16,False,Wednesday,3,2016,Spring,37
17,False,Wednesday,3,2016,Spring,36
18,False,Wednesday,3,2016,Spring,39
19,False,Wednesday,3,2016,Spring,42
20,False,Wednesday,3,2016,Spring,42
21,False,Wednesday,3,2016,Spring,36
22,False,Wednesday,3,2016,Spring,33
23,False,Wednesday,3,2016,Spring,28
0,True,Thursday,3,2016,Spring,33
1,True,Thursday,3,2016,Spring,25
2,True,Thursday,3,2016,Spring,21
3,True,Thursday,3,2016,Spring,19
4,True,Thursday,3,2016,Spring,19
5,True,Thursday,3,2016,Spring,18
6,True,Thursday,3,2016,Spring,16
7,True,Thursday,3,2016,Spring,20
8,True,Thursday,3,2016,Spring,19
9,True,Thursday,3,2016,Spring,26
10,True,Thursday,3,2016,Spring,26
11,True,Thursday,3,2016,Spring,37
12,True,Thursday,3,2016,Spring,32
13,True,Thursday,3,2016,Spring,28
14,True,Thursday,3,2016,Spring,32
15,True,Thursday,3,2016,Spring,33
16,True,Thursday,3,2016,Spring,32
17,True,Thursday,3,2016,Spring,34
18,True,Thursday,3,2016,Spring,29
19,True,Thursday,3,2016,Spring,38
20,True,Thursday,3,2016,Spring,31
21,True,Thursday,3,2016,Spring,30
22,True,Thursday,3,2016,Spring,36
23,True,Thursday,3,2016,Spring,32
0,True,Friday,3,2016,Spring,30
1,True,Friday,3,2016,Spring,28
2,True,Friday,3,2016,Spring,22
3,True,Friday,3,2016,Spring,18
4,True,Friday,3,2016,Spring,14
5,True,Friday,3,2016,Spring,17
6,True,Friday,3,2016,Spring,14
7,True,Friday,3,2016,Spring,18
8,True,Friday,3,2016,Spring,16
9,True,Friday,3,2016,Spring,28
10,True,Friday,3,2016,Spring,32
11,True,Friday,3,2016,Spring,29
12,True,Friday,3,2016,Spring,32
13,True,Friday,3,2016,Spring,27
